Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
HP_ABNORMAL_PATTERN_OF_RESPIRATION	358	Abnormal pattern of respiration	6	0.0168	1.97E-5	4.97E-2
HP_IMPAIRMENT_IN_PERSONALITY_FUNCTIONING	548	Impairment in personality functioning	7	0.0128	2.21E-5	4.97E-2
HP_FAILURE_TO_THRIVE	843	Failure to thrive	8	0.0095	4.6E-5	6.63E-2
HP_FUNCTIONAL_RESPIRATORY_ABNORMALITY	1159	Functional respiratory abnormality	9	0.0078	7.03E-5	6.63E-2
HP_DECREASED_BODY_WEIGHT	1176	Decreased body weight	9	0.0077	7.86E-5	6.63E-2
HP_GAIT_DISTURBANCE	926	Gait disturbance	8	0.0086	8.85E-5	6.63E-2
HP_RESPIRATORY_INSUFFICIENCY	495	Respiratory insufficiency	6	0.0121	1.18E-4	7.58E-2
HP_HYPERLORDOSIS	174	Hyperlordosis	4	0.0230	1.57E-4	8.84E-2
HP_ABNORMALITY_OF_PRENATAL_DEVELOPMENT_OR_BIRTH	765	Abnormality of prenatal development or birth	7	0.0092	1.78E-4	8.88E-2
HP_FEEDING_DIFFICULTIES	801	Feeding difficulties	7	0.0087	2.35E-4	9.9E-2
HP_UNDERDEVELOPED_NASAL_ALAE	79	Underdeveloped nasal alae	3	0.0380	2.56E-4	9.9E-2
HP_ABNORMALITY_OF_HEPATOBILIARY_SYSTEM_PHYSIOLOGY	202	Abnormality of hepatobiliary system physiology	4	0.0198	2.78E-4	9.9E-2
HP_INTERSTITIAL_PULMONARY_ABNORMALITY	82	Interstitial pulmonary abnormality	3	0.0366	2.86E-4	9.9E-2
HP_THIN_UPPER_LIP_VERMILION	217	Thin upper lip vermilion	4	0.0184	3.65E-4	1.17E-1
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_NOSE	93	Aplasia/Hypoplasia involving the nose	3	0.0323	4.14E-4	1.24E-1
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_LIMBS	412	Abnormality of the musculature of the limbs	5	0.0121	4.48E-4	1.26E-1
HP_SKIN_VESICLE	21	Skin vesicle	2	0.0952	4.85E-4	1.28E-1
HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRUM	1226	Aplasia/Hypoplasia of the cerebrum	8	0.0065	5.87E-4	1.46E-1
HP_ABNORMAL_ARACHNOID_MATER_MORPHOLOGY	25	Abnormal arachnoid mater morphology	2	0.0800	6.91E-4	1.51E-1
HP_ABNORMALITY_OF_SKULL_SIZE	1266	Abnormality of skull size	8	0.0063	7.23E-4	1.51E-1
HP_PERIVENTRICULAR_LEUKOMALACIA	26	Periventricular leukomalacia	2	0.0769	7.47E-4	1.51E-1
HP_ABNORMALITY_OF_IMMUNE_SYSTEM_PHYSIOLOGY	1275	Abnormality of immune system physiology	8	0.0063	7.57E-4	1.51E-1
HP_ABNORMALITY_OF_THE_CEREBROSPINAL_FLUID	465	Abnormality of the cerebrospinal fluid	5	0.0108	7.74E-4	1.51E-1
HP_UNUSUAL_INFECTION	738	Unusual infection	6	0.0081	9.79E-4	1.77E-1
HP_REDUCED_TENDON_REFLEXES	494	Reduced tendon reflexes	5	0.0101	1.01E-3	1.77E-1
HP_ABNORMAL_RESPIRATORY_SYSTEM_MORPHOLOGY	1028	Abnormal respiratory system morphology	7	0.0068	1.03E-3	1.77E-1
HP_COUGH	129	Cough	3	0.0233	1.07E-3	1.77E-1
HP_THIN_VERMILION_BORDER	292	Thin vermilion border	4	0.0137	1.11E-3	1.77E-1
HP_RELATIVE_MACROCEPHALY	33	Relative macrocephaly	2	0.0606	1.21E-3	1.87E-1
HP_CHRONIC_CONSTIPATION	34	Chronic constipation	2	0.0588	1.28E-3	1.88E-1
HP_ABNORMAL_REFLEX	1070	Abnormal reflex	7	0.0065	1.3E-3	1.88E-1
HP_CLINICAL_COURSE	1394	Clinical course	8	0.0057	1.34E-3	1.88E-1
HP_ABNORMALITY_OF_UPPER_LIP_VERMILLION	311	Abnormality of upper lip vermillion	4	0.0129	1.39E-3	1.9E-1
