Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	613	Cellular responses to external stimuli	4	0.0065	1.06E-5	1.64E-2
REACTOME_INFECTIOUS_DISEASE	866	Infectious disease	4	0.0046	4.1E-5	2.49E-2
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP_	42	Activation of gene expression by SREBF (SREBP)	2	0.0476	4.8E-5	2.49E-2
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF_	55	Regulation of cholesterol biosynthesis by SREBP (SREBF)	2	0.0364	8.27E-5	3.06E-2
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	60	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	2	0.0333	9.84E-5	3.06E-2
REACTOME_NEUTROPHIL_DEGRANULATION	479	Neutrophil degranulation	3	0.0063	1.91E-4	4.96E-2
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	94	Eukaryotic Translation Elongation	2	0.0213	2.42E-4	4.99E-2
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	102	Response of EIF2AK4 (GCN2) to amino acid deficiency	2	0.0196	2.85E-4	4.99E-2
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	113	SRP-dependent cotranslational protein targeting to membrane	2	0.0177	3.49E-4	4.99E-2
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	116	Nonsense-Mediated Decay (NMD)	2	0.0172	3.68E-4	4.99E-2
REACTOME_SELENOAMINO_ACID_METABOLISM	118	Selenoamino acid metabolism	2	0.0169	3.81E-4	4.99E-2
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	120	Eukaryotic Translation Initiation	2	0.0167	3.94E-4	4.99E-2
REACTOME_DISEASE	1580	Disease	4	0.0025	4.18E-4	4.99E-2
REACTOME_METABOLISM_OF_STEROIDS	151	Metabolism of steroids	2	0.0132	6.22E-4	6.91E-2
REACTOME_INFLUENZA_INFECTION	157	Influenza Infection	2	0.0127	6.72E-4	6.97E-2
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	172	Regulation of expression of SLITs and ROBOs	2	0.0116	8.06E-4	7.83E-2
REACTOME_RRNA_PROCESSING	205	rRNA processing	2	0.0098	1.14E-3	1.04E-1
REACTOME_SIGNALING_BY_ROBO_RECEPTORS	218	Signaling by ROBO receptors	2	0.0092	1.29E-3	1.11E-1
REACTOME_INNATE_IMMUNE_SYSTEM	1114	Innate Immune System	3	0.0027	2.22E-3	1.82E-1
REACTOME_TRANSLATION	295	Translation	2	0.0068	2.34E-3	1.82E-1
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	374	Metabolism of amino acids and derivatives	2	0.0053	3.72E-3	2.75E-1
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	580	Nervous system development	2	0.0034	8.71E-3	6.16E-1
REACTOME_METABOLISM_OF_RNA	672	Metabolism of RNA	2	0.0030	1.16E-2	7.81E-1
REACTOME_TRANSPORT_OF_SMALL_MOLECULES	729	Transport of small molecules	2	0.0027	1.35E-2	8.61E-1
REACTOME_METABOLISM_OF_LIPIDS	739	Metabolism of lipids	2	0.0027	1.39E-2	8.61E-1


