Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
HP_DEEPLY_SET_EYE	164	Deeply set eye	4	0.0244	6.82E-6	3.07E-2
HP_FINGER_CLINODACTYLY	299	Finger clinodactyly	4	0.0134	7.14E-5	8.55E-2
HP_SELF_INJURIOUS_BEHAVIOR	108	Self-injurious behavior	3	0.0278	7.33E-5	8.55E-2
HP_ABNORMALITY_OF_THE_CURVATURE_OF_THE_VERTEBRAL_COLUMN	981	Abnormality of the curvature of the vertebral column	6	0.0061	7.61E-5	8.55E-2
HP_ABNORMAL_5TH_FINGER_MORPHOLOGY	370	Abnormal 5th finger morphology	4	0.0108	1.62E-4	1.43E-1
HP_DEVIATION_OF_THE_HAND_OR_OF_FINGERS_OF_THE_HAND	386	Deviation of the hand or of fingers of the hand	4	0.0104	1.91E-4	1.43E-1
HP_CLINODACTYLY	432	Clinodactyly	4	0.0093	2.92E-4	1.88E-1
HP_ABNORMAL_EYEBROW_MORPHOLOGY	470	Abnormal eyebrow morphology	4	0.0085	4.02E-4	2.26E-1
HP_ABNORMAL_FACIAL_SHAPE	901	Abnormal facial shape	5	0.0055	5.08E-4	2.33E-1
HP_INVOLUNTARY_MOVEMENTS	905	Involuntary movements	5	0.0055	5.18E-4	2.33E-1
HP_IMPAIRMENT_IN_PERSONALITY_FUNCTIONING	548	Impairment in personality functioning	4	0.0073	7.15E-4	2.76E-1
HP_ATTENTION_DEFICIT_HYPERACTIVITY_DISORDER	237	Attention deficit hyperactivity disorder	3	0.0127	7.37E-4	2.76E-1
HP_ABNORMAL_AGGRESSIVE_IMPULSIVE_OR_VIOLENT_BEHAVIOR	251	Abnormal aggressive, impulsive or violent behavior	3	0.0120	8.7E-4	2.91E-1
HP_DECREASED_HEAD_CIRCUMFERENCE	1025	Decreased head circumference	5	0.0049	9.08E-4	2.91E-1
HP_SHORT_STATURE	1152	Short stature	5	0.0043	1.53E-3	4.5E-1
HP_SHORT_ATTENTION_SPAN	321	Short attention span	3	0.0093	1.76E-3	4.5E-1
HP_MYOPIA	331	Myopia	3	0.0091	1.92E-3	4.5E-1
HP_OBSESSIVE_COMPULSIVE_BEHAVIOR	87	Obsessive-compulsive behavior	2	0.0230	1.95E-3	4.5E-1
HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRUM	1226	Aplasia/Hypoplasia of the cerebrum	5	0.0041	2E-3	4.5E-1
HP_SLEEP_APNEA	91	Sleep apnea	2	0.0220	2.13E-3	4.5E-1
HP_WIDE_NOSE	92	Wide nose	2	0.0217	2.18E-3	4.5E-1
HP_ABNORMALITY_OF_SKULL_SIZE	1266	Abnormality of skull size	5	0.0039	2.31E-3	4.5E-1
HP_ABNORMALITY_OF_IMMUNE_SYSTEM_PHYSIOLOGY	1275	Abnormality of immune system physiology	5	0.0039	2.38E-3	4.5E-1
HP_ABNORMAL_PATTERN_OF_RESPIRATION	358	Abnormal pattern of respiration	3	0.0084	2.4E-3	4.5E-1
HP_HYPERACTIVITY	381	Hyperactivity	3	0.0079	2.86E-3	4.62E-1
HP_SLEEP_DISTURBANCE	384	Sleep disturbance	3	0.0078	2.93E-3	4.62E-1
HP_ABNORMALITY_OF_GLOBE_LOCATION	808	Abnormality of globe location	4	0.0050	2.96E-3	4.62E-1
HP_EARLY_ONSET_OF_SEXUAL_MATURATION	108	Early onset of sexual maturation	2	0.0185	2.98E-3	4.62E-1
HP_TRIANGULAR_FACE	108	Triangular face	2	0.0185	2.98E-3	4.62E-1
HP_ABNORMALITY_OF_THE_NASAL_BRIDGE	848	Abnormality of the nasal bridge	4	0.0047	3.52E-3	4.95E-1
HP_ABNORMAL_NASAL_MORPHOLOGY	851	Abnormal nasal morphology	4	0.0047	3.57E-3	4.95E-1
HP_ABNORMAL_LIP_MORPHOLOGY	853	Abnormal lip morphology	4	0.0047	3.6E-3	4.95E-1
HP_ABNORMAL_EMOTION_AFFECT_BEHAVIOR	415	Abnormal emotion/affect behavior	3	0.0072	3.64E-3	4.95E-1
HP_FACIAL_HYPERTRICHOSIS	127	Facial hypertrichosis	2	0.0157	4.09E-3	5.41E-1
HP_ABNORMAL_LOCALIZATION_OF_KIDNEY	137	Abnormal localization of kidney	2	0.0146	4.74E-3	6.01E-1
HP_GAIT_DISTURBANCE	926	Gait disturbance	4	0.0043	4.81E-3	6.01E-1
HP_ABNORMALITY_OF_FINGER	963	Abnormality of finger	4	0.0042	5.52E-3	6.45E-1
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_SKELETON	970	Aplasia/hypoplasia involving the skeleton	4	0.0041	5.67E-3	6.45E-1
HP_ABNORMALITY_OF_THE_MIDFACE	488	Abnormality of the midface	3	0.0061	5.71E-3	6.45E-1
HP_ABNORMALITY_OF_REFRACTION	489	Abnormality of refraction	3	0.0061	5.74E-3	6.45E-1
HP_APRAXIA	156	Apraxia	2	0.0128	6.1E-3	6.64E-1
HP_ABNORMALITY_OF_THE_PHILTRUM	503	Abnormality of the philtrum	3	0.0060	6.21E-3	6.64E-1
HP_ABNORMALITY_OF_FACIAL_SKELETON	1011	Abnormality of facial skeleton	4	0.0040	6.55E-3	6.84E-1
HP_STEREOTYPY	164	Stereotypy	2	0.0122	6.72E-3	6.86E-1
HP_SHORT_PHILTRUM	171	Short philtrum	2	0.0117	7.28E-3	7.27E-1
HP_PROMINENT_NASAL_BRIDGE	182	Prominent nasal bridge	2	0.0110	8.21E-3	7.98E-1
HP_BRACHYCEPHALY	186	Brachycephaly	2	0.0108	8.56E-3	7.98E-1
HP_PRENATAL_MOVEMENT_ABNORMALITY	187	Prenatal movement abnormality	2	0.0107	8.65E-3	7.98E-1
HP_ABNORMALITY_OF_TOE	569	Abnormality of toe	3	0.0053	8.7E-3	7.98E-1
HP_TOE_SYNDACTYLY	196	Toe syndactyly	2	0.0102	9.46E-3	8.51E-1
HP_ABNORMALITY_OF_SKIN_ADNEXA_MORPHOLOGY	1152	Abnormality of skin adnexa morphology	4	0.0035	1.03E-2	8.82E-1
HP_HYPERTRICHOSIS	206	Hypertrichosis	2	0.0097	1.04E-2	8.82E-1
HP_FUNCTIONAL_RESPIRATORY_ABNORMALITY	1159	Functional respiratory abnormality	4	0.0035	1.05E-2	8.82E-1
HP_LARGE_FACE	208	Large face	2	0.0096	1.06E-2	8.82E-1
HP_DECREASED_BODY_WEIGHT	1176	Decreased body weight	4	0.0034	1.1E-2	8.98E-1
HP_ABNORMALITY_OF_MOUTH_SHAPE	214	Abnormality of mouth shape	2	0.0093	1.12E-2	8.98E-1
HP_ABNORMALITY_OF_THE_ZYGOMATIC_BONE	221	Abnormality of the zygomatic bone	2	0.0090	1.19E-2	9.38E-1
HP_ABNORMALITY_OF_THE_PALPEBRAL_FISSURES	652	Abnormality of the palpebral fissures	3	0.0046	1.26E-2	9.73E-1
HP_ABNORMALITY_OF_THE_ORBITAL_REGION	1239	Abnormality of the orbital region	4	0.0032	1.31E-2	9.85E-1
HP_ABNORMAL_SIZE_OF_THE_PALPEBRAL_FISSURES	233	Abnormal size of the palpebral fissures	2	0.0086	1.32E-2	9.85E-1


