Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
HP_SCAPULAR_WINGING	72	Scapular winging	6	0.0833	3.87E-9	1.74E-5
HP_GAIT_DISTURBANCE	926	Gait disturbance	13	0.0140	9.94E-9	2.23E-5
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_UPPER_LIMBS	167	Abnormality of the musculature of the upper limbs	7	0.0419	2.26E-8	3.38E-5
HP_ABNORMALITY_OF_THE_INNER_EAR	872	Abnormality of the inner ear	12	0.0138	4.86E-8	4.52E-5
HP_ABNORMALITY_OF_THE_SHOULDER_GIRDLE_MUSCULATURE	110	Abnormality of the shoulder girdle musculature	6	0.0545	5.03E-8	4.52E-5
HP_ABNORMALITY_OF_THE_SCAPULA	118	Abnormality of the scapula	6	0.0508	7.65E-8	5.73E-5
HP_SKELETAL_MUSCLE_ATROPHY	463	Skeletal muscle atrophy	9	0.0194	1.52E-7	8.45E-5
HP_CLINICAL_COURSE	1394	Clinical course	14	0.0100	1.61E-7	8.45E-5
HP_ABNORMALITY_OF_THE_CURVATURE_OF_THE_VERTEBRAL_COLUMN	981	Abnormality of the curvature of the vertebral column	12	0.0122	1.73E-7	8.45E-5
HP_FUNCTIONAL_ABNORMALITY_OF_THE_GASTROINTESTINAL_TRACT	803	Functional abnormality of the gastrointestinal tract	11	0.0137	1.95E-7	8.45E-5
HP_ABNORMALITY_OF_GLOBE_LOCATION	808	Abnormality of globe location	11	0.0136	2.07E-7	8.45E-5
HP_ABNORMAL_HOMEOSTASIS	1286	Abnormal homeostasis	13	0.0101	4.41E-7	1.65E-4
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_NOSE	93	Aplasia/Hypoplasia involving the nose	5	0.0538	7.47E-7	2.43E-4
HP_HYPERLORDOSIS	174	Hyperlordosis	6	0.0345	7.58E-7	2.43E-4
HP_SHORT_STATURE	1152	Short stature	12	0.0104	9.44E-7	2.82E-4
HP_ABNORMAL_REPRODUCTIVE_SYSTEM_MORPHOLOGY	1159	Abnormal reproductive system morphology	12	0.0104	1.01E-6	2.82E-4
HP_ABNORMALITY_OF_MUSCLE_SIZE	586	Abnormality of muscle size	9	0.0154	1.08E-6	2.82E-4
HP_ABNORMALITY_OF_BLOOD_AND_BLOOD_FORMING_TISSUES	1172	Abnormality of blood and blood-forming tissues	12	0.0102	1.13E-6	2.82E-4
HP_AORTIC_ANEURYSM	108	Aortic aneurysm	5	0.0463	1.57E-6	3.53E-4
HP_UNERUPTED_TOOTH	13	Unerupted tooth	3	0.2308	1.57E-6	3.53E-4
HP_ABNORMALITY_OF_JOINT_MOBILITY	1008	Abnormality of joint mobility	11	0.0109	1.8E-6	3.85E-4
HP_ABNORMALITY_OF_CONNECTIVE_TISSUE	1252	Abnormality of connective tissue	12	0.0096	2.24E-6	4.57E-4
HP_ABNORMALITY_OF_IMMUNE_SYSTEM_PHYSIOLOGY	1275	Abnormality of immune system physiology	12	0.0094	2.7E-6	5.27E-4
HP_ABNORMAL_NASAL_MORPHOLOGY	851	Abnormal nasal morphology	10	0.0118	2.89E-6	5.42E-4
HP_PREMATURE_BIRTH	126	Premature birth	5	0.0397	3.35E-6	6.03E-4
HP_CONTRACTURES_INVOLVING_THE_JOINTS_OF_THE_FEET	60	Contractures involving the joints of the feet	4	0.0667	4.33E-6	7.41E-4
HP_ABNORMAL_CARDIOVASCULAR_SYSTEM_PHYSIOLOGY	1112	Abnormal cardiovascular system physiology	11	0.0099	4.6E-6	7.41E-4
HP_ABNORMAL_5TH_FINGER_MORPHOLOGY	370	Abnormal 5th finger morphology	7	0.0189	4.76E-6	7.41E-4
HP_ABNORMAL_FACIAL_SHAPE	901	Abnormal facial shape	10	0.0111	4.78E-6	7.41E-4
HP_ABNORMAL_AORTIC_MORPHOLOGY	242	Abnormal aortic morphology	6	0.0248	5.11E-6	7.65E-4
HP_ABNORMALITY_OF_THE_ENDOCRINE_SYSTEM	1140	Abnormality of the endocrine system	11	0.0096	5.82E-6	8.4E-4
HP_DEVIATION_OF_THE_HAND_OR_OF_FINGERS_OF_THE_HAND	386	Deviation of the hand or of fingers of the hand	7	0.0181	6.27E-6	8.4E-4
HP_ABNORMALITY_OF_SKIN_ADNEXA_MORPHOLOGY	1152	Abnormality of skin adnexa morphology	11	0.0095	6.43E-6	8.4E-4
HP_EMG_ABNORMALITY	252	EMG abnormality	6	0.0238	6.43E-6	8.4E-4
