Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_UPPER_LIMBS	167	Abnormality of the musculature of the upper limbs	3	0.0180	1.14E-5	5.14E-2
HP_ABNORMALITY_OF_THE_BLADDER	387	Abnormality of the bladder	3	0.0078	1.39E-4	1.33E-1
HP_SHORT_THUMB	70	Short thumb	2	0.0286	1.64E-4	1.33E-1
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_LIMBS	412	Abnormality of the musculature of the limbs	3	0.0073	1.67E-4	1.33E-1
HP_SHORT_STATURE	1152	Short stature	4	0.0035	1.91E-4	1.33E-1
HP_ABNORMALITY_OF_THE_MIDDLE_EAR	457	Abnormality of the middle ear	3	0.0066	2.27E-4	1.33E-1
HP_ABNORMAL_SHAPE_OF_THE_OCCIPUT	91	Abnormal shape of the occiput	2	0.0220	2.77E-4	1.33E-1
HP_ABNORMAL_CARDIAC_VENTRICLE_MORPHOLOGY	494	Abnormal cardiac ventricle morphology	3	0.0061	2.85E-4	1.33E-1
HP_ABNORMALITY_OF_BONE_MINERAL_DENSITY	498	Abnormality of bone mineral density	3	0.0060	2.92E-4	1.33E-1
HP_RECURRENT_OTITIS_MEDIA	94	Recurrent otitis media	2	0.0213	2.95E-4	1.33E-1
HP_APLASIA_HYPOPLASIA_OF_THE_THUMB	99	Aplasia/Hypoplasia of the thumb	2	0.0202	3.28E-4	1.34E-1
HP_ORAL_CLEFT	555	Oral cleft	3	0.0054	4.01E-4	1.4E-1
HP_ABNORMALITY_OF_THE_SHOULDER_GIRDLE_MUSCULATURE	110	Abnormality of the shoulder girdle musculature	2	0.0182	4.04E-4	1.4E-1
HP_ABNORMALITY_OF_THE_SCAPULA	118	Abnormality of the scapula	2	0.0169	4.65E-4	1.49E-1
HP_ABNORMALITY_OF_THE_LOWER_URINARY_TRACT	637	Abnormality of the lower urinary tract	3	0.0047	6E-4	1.78E-1
HP_ABNORMAL_BONE_STRUCTURE	661	Abnormal bone structure	3	0.0045	6.68E-4	1.78E-1
HP_MIGRAINE	142	Migraine	2	0.0141	6.72E-4	1.78E-1
HP_TRIANGULAR_SHAPED_PHALANGES_OF_THE_HAND	147	Triangular shaped phalanges of the hand	2	0.0136	7.19E-4	1.8E-1
HP_ABNORMAL_URETER_PHYSIOLOGY	156	Abnormal ureter physiology	2	0.0128	8.09E-4	1.91E-1
HP_ABNORMALITY_OF_HAIR_TEXTURE	160	Abnormality of hair texture	2	0.0125	8.51E-4	1.91E-1
HP_FUNCTIONAL_ABNORMALITY_OF_THE_GASTROINTESTINAL_TRACT	803	Functional abnormality of the gastrointestinal tract	3	0.0037	1.17E-3	2.51E-1
HP_ABNORMAL_RENAL_MORPHOLOGY	861	Abnormal renal morphology	3	0.0035	1.43E-3	2.93E-1
HP_ABNORMAL_PALATE_MORPHOLOGY	907	Abnormal palate morphology	3	0.0033	1.66E-3	3.18E-1
HP_OTITIS_MEDIA	227	Otitis media	2	0.0088	1.7E-3	3.18E-1
HP_THICK_VERMILION_BORDER	234	Thick vermilion border	2	0.0085	1.8E-3	3.24E-1
HP_PATENT_DUCTUS_ARTERIOSUS	245	Patent ductus arteriosus	2	0.0082	1.97E-3	3.3E-1
HP_ABNORMALITY_OF_THE_OUTER_EAR	964	Abnormality of the outer ear	3	0.0031	1.98E-3	3.3E-1
HP_OSTEOPOROSIS	261	Osteoporosis	2	0.0077	2.24E-3	3.36E-1
HP_SHORT_NOSE	268	Short nose	2	0.0075	2.36E-3	3.36E-1
HP_ABNORMALITY_OF_THE_URETER	269	Abnormality of the ureter	2	0.0074	2.37E-3	3.36E-1
HP_INTELLECTUAL_DISABILITY_MILD	270	Intellectual disability, mild	2	0.0074	2.39E-3	3.36E-1
HP_PROGRESSIVE	270	Progressive	2	0.0074	2.39E-3	3.36E-1
HP_GASTROESOPHAGEAL_REFLUX	285	Gastroesophageal reflux	2	0.0070	2.66E-3	3.41E-1
HP_APLASIA_HYPOPLASIA_OF_FINGERS	286	Aplasia/Hypoplasia of fingers	2	0.0070	2.68E-3	3.41E-1
HP_ABNORMAL_THUMB_MORPHOLOGY	288	Abnormal thumb morphology	2	0.0069	2.71E-3	3.41E-1
HP_ABNORMAL_NUMBER_OF_TEETH	294	Abnormal number of teeth	2	0.0068	2.82E-3	3.41E-1
HP_CONSTIPATION	295	Constipation	2	0.0068	2.84E-3	3.41E-1
HP_GLAUCOMA	301	Glaucoma	2	0.0066	2.96E-3	3.41E-1
HP_ABNORMAL_CARDIOVASCULAR_SYSTEM_PHYSIOLOGY	1112	Abnormal cardiovascular system physiology	3	0.0027	2.98E-3	3.41E-1
HP_HEADACHE	308	Headache	2	0.0065	3.09E-3	3.41E-1
HP_FUNCTIONAL_ABNORMALITY_OF_THE_MIDDLE_EAR	315	Functional abnormality of the middle ear	2	0.0063	3.23E-3	3.41E-1
HP_ABNORMALITY_OF_THE_UPPER_URINARY_TRACT	1161	Abnormality of the upper urinary tract	3	0.0026	3.36E-3	3.41E-1
HP_CONGENITAL_MALFORMATION_OF_THE_GREAT_ARTERIES	323	Congenital malformation of the great arteries	2	0.0062	3.4E-3	3.41E-1
HP_ABNORMALITY_OF_THE_PALM	324	Abnormality of the palm	2	0.0062	3.42E-3	3.41E-1
HP_ABNORMAL_HAND_MORPHOLOGY	326	Abnormal hand morphology	2	0.0061	3.46E-3	3.41E-1
