Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GSE8621_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_DN	199	Genes down-regulated in naïve untreated macrophages versus tolerant macrophages stimulated by LPS.	4	0.0201	5.68E-7	2.77E-3
GSE37301_HEMATOPOIETIC_STEM_CELL_VS_GRAN_MONO_PROGENITOR_DN	176	Genes down-regulated in hematopoietic stem cells versus granulocyte-monocyte progenitors.	3	0.0170	2.93E-5	2.09E-2
GSE17721_CTRL_VS_POLYIC_24H_BMDC_UP	199	Genes up-regulated in comparison of control dendritic cells (DC) at 24 h versus those stimulated with poly(I:C) (TLR3 agonist) at 24 h.	3	0.0151	4.22E-5	2.09E-2
GSE26669_CD4_VS_CD8_TCELL_IN_MLR_DN	199	Genes down-regulated in comparison of untreated CD4 [GeneID=920] T cells versus the untreated CD8 T cells.	3	0.0151	4.22E-5	2.09E-2
GSE1432_1H_VS_6H_IFNG_MICROGLIA_DN	200	Genes down-regulated in comparison of microglia cells 1 h after stimulation with IFNG [GeneID=3458] versus microglia cells 6 h after the stimulation.	3	0.0150	4.28E-5	2.09E-2
GSE1432_CTRL_VS_IFNG_6H_MICROGLIA_DN	200	Genes down-regulated in comparison of control microglia cells versus those 6 h after stimulation with IFNG [GeneID=3458].	3	0.0150	4.28E-5	2.09E-2
GSE1448_CTRL_VS_ANTI_VBETA5_DP_THYMOCYTE_UP	200	Genes up-regulated in comparison of control CD4 [GeneID=920] CD8 thymocytes versus those after stimulation with anti-Vbeta5 antibodies.	3	0.0150	4.28E-5	2.09E-2
GSE17186_BLOOD_VS_CORD_BLOOD_NAIVE_BCELL_DN	200	Genes down-regulated in naïve B lymphocytes versus those from cord blood.	3	0.0150	4.28E-5	2.09E-2
GSE22103_LPS_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_UP	200	Genes up-regulated in neutrophils: LPS versus stimulated by CSF2 and IFNG [GeneID=1437;3458].	3	0.0150	4.28E-5	2.09E-2
GSE37301_LYMPHOID_PRIMED_MPP_VS_COMMON_LYMPHOID_PROGENITOR_DN	200	Genes down-regulated in lymphoid primed multipotent progenitors versus common lymphoid progenitors.	3	0.0150	4.28E-5	2.09E-2
GSE21033_CTRL_VS_POLYIC_STIM_DC_12H_UP	159	Genes up-regulated in bone marrow-derived dendritic cellstreated by poly(IC): 0h versus 12h.	2	0.0126	1.38E-3	8.8E-2
GSE3920_UNTREATED_VS_IFNA_TREATED_ENDOTHELIAL_CELL_DN	165	Genes down-regulated in ndothelial cells: untreated versus interferon alpha.	2	0.0121	1.48E-3	8.8E-2
GSE21033_3H_VS_12H_POLYIC_STIM_DC_UP	166	Genes up-regulated in bone marrow-derived dendritic cellstreated by poly(IC): 3h versus 12h.	2	0.0120	1.5E-3	8.8E-2
GSE7219_WT_VS_NIK_NFKB2_KO_DC_DN	168	Genes down-regulated in dendritic cells: wildtype versus NFKB2 [GeneID=4791].	2	0.0119	1.54E-3	8.8E-2
GSE6259_DEC205_POS_DC_VS_BCELL_DN	171	Genes down-regulated in splenic dendritic cells: DEC205+ versus B lymphocytes.	2	0.0117	1.59E-3	8.8E-2
GSE6259_FLT3L_INDUCED_DEC205_POS_DC_VS_CD8_TCELL_DN	172	Genes down-regulated in cells from Flt3L Melanom injected mice: splenic DEC205+ dendritic cells versus CD8 T cells.	2	0.0116	1.61E-3	8.8E-2
GSE6269_STAPH_AUREUS_VS_STREP_PNEUMO_INF_PBMC_DN	180	Genes down-regulated in comparison of peripheral blood mononuclear cells (PBMC) from patients with acute infection: S. aureus versus S. pneumoniae.	2	0.0111	1.76E-3	8.8E-2
GSE25677_MPL_VS_R848_STIM_BCELL_DN	181	Genes down-regulated in B lymphocytes after immunization with: monophosphoryl lipid A versus imiquimod [PubChem=13982876].	2	0.0110	1.78E-3	8.8E-2
GSE21360_NAIVE_VS_SECONDARY_MEMORY_CD8_TCELL_UP	183	Genes up-regulated in CD8 T cells: naïve versus 2' memory.	2	0.0109	1.82E-3	8.8E-2
GSE26488_CTRL_VS_PEPTIDE_INJECTION_OT2_THYMOCYTE_DN	183	Genes down-regulated in double positive thymocytes from OT-2 transgenic mice: control versus injected with agonist peptide.	2	0.0109	1.82E-3	8.8E-2
GSE25502_WT_VS_KLF13_KO_THYMIC_MEMORY_LIKE_CD8_TCELL_DN	188	Genes down-regulated in thymic memory like CD8 cells: wildtype versus KFL13 [GeneID=51621] knockout.	2	0.0106	1.92E-3	8.8E-2
GSE21927_SPLEEN_MONOCYTE_VS_GMCSF_GCSF_BONE_MARROW_UP	189	Genes up-regulated in CD11b Spleen from BALBc mouse versus CD11b BoneMarrow from BALBc mouse incubated with GMCSF and GCSF.	2	0.0106	1.94E-3	8.8E-2
GSE1460_NAIVE_CD4_TCELL_CORD_BLOOD_VS_THYMIC_STROMAL_CELL_UP	193	Genes up-regulated in naive CD4 [GeneID=920] T cells from cord blood versus thymic stromal cells.	2	0.0104	2.02E-3	8.8E-2
GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_UP	193	Genes up-regulated in comparison of naive CD8 T cells versus PD-1 high CD8 T cells.	2	0.0104	2.02E-3	8.8E-2
GSE43863_NAIVE_VS_TH1_EFF_CD4_TCELL_D6_LCMV_UP	193	Genes up-regulated in CD4 [GeneID=920] SMARTA cells: naïve versus during acute infection of LCMV.	2	0.0104	2.02E-3	8.8E-2
GSE1112_OT1_CD8AB_VS_HY_CD8AA_THYMOCYTE_RTOC_CULTURE_DN	194	Genes down-regulated in CD8 alphabeta OT1 thymocyte RTOC culture versus CD8 alphaalpha HY thymocyte RTOC culture.	2	0.0103	2.04E-3	8.8E-2
GSE12366_GC_BCELL_VS_PLASMA_CELL_UP	196	Genes up-regulated in comparison of germinal center B cells versus plasma cells.	2	0.0102	2.08E-3	8.8E-2
GSE17974_0.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN	196	Genes down-regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti-IL12 at 0.5 h versus those at 72 h.	2	0.0102	2.08E-3	8.8E-2
GSE21033_CTRL_VS_POLYIC_STIM_DC_1H_UP	196	Genes up-regulated in bone marrow-derived dendritic cellstreated by poly(IC): 0h versus 1h.	2	0.0102	2.08E-3	8.8E-2
GSE24081_CONTROLLER_VS_PROGRESSOR_HIV_SPECIFIC_CD8_TCELL_DN	196	Genes down-regulated in comparison of CD8 T cells with progressing HIV infection versus those with controlled HIV infection.	2	0.0102	2.08E-3	8.8E-2
GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_MAC_UP	196	Genes up-regulated in comparison of macrophages exposed to T. gondii versus macrophages exposed to 5 worms/well B. malayi.	2	0.0102	2.08E-3	8.8E-2
GSE3982_NEUTROPHIL_VS_BASOPHIL_UP	196	Genes up-regulated in comparison of neutrophils versus basophils.	2	0.0102	2.08E-3	8.8E-2
GSE43863_NAIVE_VS_TFH_CD4_EFF_TCELL_D6_LCMV_UP	196	Genes up-regulated in CD4 [GeneID=920] SMARTA T cells: naïve versus effector during acute infection of LCMV.	2	0.0102	2.08E-3	8.8E-2
GSE3982_DC_VS_NEUTROPHIL_DN	197	Genes down-regulated in comparison of dendritic cells (DC) versus neutrophils.	2	0.0102	2.1E-3	8.8E-2
GSE12366_GC_VS_NAIVE_BCELL_UP	198	Genes up-regulated in comparison of germinal center B cells versus naive B cells.	2	0.0101	2.13E-3	8.8E-2
GSE12845_IGD_NEG_BLOOD_VS_NAIVE_TONSIL_BCELL_UP	198	Genes up-regulated in comparison of IgD- peripheral blood B cells versus dark zone germinal center B cells.	2	0.0101	2.13E-3	8.8E-2
GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_UP	198	Genes up-regulated in comparison of naive B cells versus Ig isotype switched memory B cells.	2	0.0101	2.13E-3	8.8E-2
GSE22025_TGFB1_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP	198	Genes up-regulated in CD4 [GeneID=920] T cells: TGFB1 [GeneID=7040] versus TGFB1 [GeneID=7040] and progesterone [PubChem=5994].	2	0.0101	2.13E-3	8.8E-2
GSE29949_CD8_NEG_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_UP	198	Genes up-regulated in spleen CD8- dendritic cells versus bone marrow monocytes.	2	0.0101	2.13E-3	8.8E-2
GSE29949_CD8_POS_DC_SPLEEN_VS_DC_BRAIN_UP	198	Genes up-regulated in dendritic cells: CD8+ spleen versus brain.	2	0.0101	2.13E-3	8.8E-2
GSE34205_HEALTHY_VS_FLU_INF_INFANT_PBMC_UP	198	Genes up-regulated in comparison of peripheral blood mononuclear cells (PBMC) from healthy donors versus PBMCs from infanct with acute influenza infection.	2	0.0101	2.13E-3	8.8E-2
GSE360_CTRL_VS_L_MAJOR_DC_UP	198	Genes up-regulated in untreated dendritic cells (DC) versus DCs exposed to parasite L. major.	2	0.0101	2.13E-3	8.8E-2
GSE360_CTRL_VS_T_GONDII_MAC_DN	198	Genes down-regulated in comparison of macrophages versus macrophages exposed to T. gondii.	2	0.0101	2.13E-3	8.8E-2
GSE36826_WT_VS_IL1R_KO_SKIN_DN	198	Genes down-regulated in skin: wildtype versus IL1R1 [GeneID=3554] knockout.	2	0.0101	2.13E-3	8.8E-2
GSE7460_FOXP3_MUT_VS_WT_ACT_TCONV_DN	198	Genes down-regulated in comparsion of sfActCD4 versus ActCD4 (see Fig. 1 in the paper for details).	2	0.0101	2.13E-3	8.8E-2
GSE11961_UNSTIM_VS_ANTI_IGM_AND_CD40_STIM_6H_FOLLICULAR_BCELL_DN	199	Genes down-regulated in follicular B cells versus those stimulated with anti-IgM and CD40 [GeneID=958] for 6h.	2	0.0101	2.15E-3	8.8E-2
