Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	41	Aminoacyl-tRNA biosynthesis	4	0.0976	7.32E-7	1.36E-4
KEGG_TIGHT_JUNCTION	132	Tight junction	3	0.0227	1.5E-3	1.39E-1
KEGG_ENDOCYTOSIS	181	Endocytosis	3	0.0166	3.66E-3	1.87E-1
KEGG_FOCAL_ADHESION	199	Focal adhesion	3	0.0151	4.77E-3	1.87E-1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	62	Glycolysis / Gluconeogenesis	2	0.0323	5.02E-3	1.87E-1
KEGG_PEROXISOME	78	Peroxisome	2	0.0256	7.84E-3	2.17E-1
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	88	Antigen processing and presentation	2	0.0227	9.89E-3	2.17E-1
KEGG_RIBOSOME	88	Ribosome	2	0.0227	9.89E-3	2.17E-1
KEGG_MAPK_SIGNALING_PATHWAY	267	MAPK signaling pathway	3	0.0112	1.07E-2	2.17E-1
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	96	Fc gamma R-mediated phagocytosis	2	0.0208	1.17E-2	2.17E-1
KEGG_LYSOSOME	121	Lysosome	2	0.0165	1.81E-2	3.06E-1
KEGG_SPLICEOSOME	127	Spliceosome	2	0.0157	1.98E-2	3.07E-1
KEGG_ALZHEIMERS_DISEASE	166	Alzheimer's disease	2	0.0120	3.25E-2	4.65E-1
KEGG_CALCIUM_SIGNALING_PATHWAY	178	Calcium signaling pathway	2	0.0112	3.69E-2	4.77E-1
KEGG_HUNTINGTONS_DISEASE	182	Huntington's disease	2	0.0110	3.84E-2	4.77E-1
KEGG_CHEMOKINE_SIGNALING_PATHWAY	189	Chemokine signaling pathway	2	0.0106	4.11E-2	4.78E-1
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	213	Regulation of actin cytoskeleton	2	0.0094	5.1E-2	5.58E-1


