Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
HP_HYPODONTIA	163	Hypodontia	3	0.0184	2.01E-4	4.09E-1
HP_ABNORMALITY_OF_THE_FOREHEAD	843	Abnormality of the forehead	5	0.0059	2.68E-4	4.09E-1
HP_ABNORMAL_MYELINATION	456	Abnormal myelination	4	0.0088	2.73E-4	4.09E-1
HP_ABNORMAL_CNS_MYELINATION	217	Abnormal CNS myelination	3	0.0138	4.64E-4	4.58E-1
HP_BABINSKI_SIGN	224	Babinski sign	3	0.0134	5.09E-4	4.58E-1
HP_ABNORMAL_EYELID_MORPHOLOGY	1024	Abnormal eyelid morphology	5	0.0049	6.5E-4	4.87E-1
HP_ABNORMAL_NUMBER_OF_TEETH	294	Abnormal number of teeth	3	0.0102	1.12E-3	5.66E-1
HP_ABNORMALITY_OF_UPPER_LIP	683	Abnormality of upper lip	4	0.0059	1.24E-3	5.66E-1
HP_UNDERDEVELOPED_NASAL_ALAE	79	Underdeveloped nasal alae	2	0.0253	1.4E-3	5.66E-1
HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRUM	1226	Aplasia/Hypoplasia of the cerebrum	5	0.0041	1.45E-3	5.66E-1
HP_ABNORMALITY_OF_THE_ORBITAL_REGION	1239	Abnormality of the orbital region	5	0.0040	1.52E-3	5.66E-1
HP_ABNORMAL_PANCREAS_MORPHOLOGY	83	Abnormal pancreas morphology	2	0.0241	1.55E-3	5.66E-1
HP_ABNORMAL_PYRAMIDAL_SIGN	336	Abnormal pyramidal sign	3	0.0089	1.64E-3	5.66E-1
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_NOSE	93	Aplasia/Hypoplasia involving the nose	2	0.0215	1.94E-3	6.22E-1
HP_ABNORMALITY_OF_THE_DENTITION	792	Abnormality of the dentition	4	0.0051	2.13E-3	6.37E-1
HP_AORTIC_ANEURYSM	108	Aortic aneurysm	2	0.0185	2.6E-3	6.94E-1
HP_DYSTONIA	401	Dystonia	3	0.0075	2.71E-3	6.94E-1
HP_ABNORMAL_LIP_MORPHOLOGY	853	Abnormal lip morphology	4	0.0047	2.78E-3	6.94E-1
HP_HYPERTONIA	870	Hypertonia	4	0.0046	2.98E-3	7.06E-1
HP_FACIAL_HYPERTRICHOSIS	127	Facial hypertrichosis	2	0.0157	3.57E-3	7.88E-1
HP_SEVERE_GLOBAL_DEVELOPMENTAL_DELAY	130	Severe global developmental delay	2	0.0154	3.74E-3	7.88E-1
HP_ABNORMALITY_OF_CENTRAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	455	Abnormality of central nervous system electrophysiology	3	0.0066	3.86E-3	7.88E-1
HP_ABNORMALITY_OF_THE_OUTER_EAR	964	Abnormality of the outer ear	4	0.0041	4.3E-3	8.28E-1
HP_ABNORMALITY_OF_THE_PHILTRUM	503	Abnormality of the philtrum	3	0.0060	5.1E-3	8.28E-1
HP_DISINHIBITION	153	Disinhibition	2	0.0131	5.13E-3	8.28E-1
HP_MUSCULAR_HYPOTONIA_OF_THE_TRUNK	155	Muscular hypotonia of the trunk	2	0.0129	5.26E-3	8.28E-1
HP_DILATATION	156	Dilatation	2	0.0128	5.33E-3	8.28E-1
HP_DECREASED_HEAD_CIRCUMFERENCE	1025	Decreased head circumference	4	0.0039	5.34E-3	8.28E-1
HP_HYPSARRHYTHMIA	158	Hypsarrhythmia	2	0.0127	5.46E-3	8.28E-1
HP_NEONATAL_HYPOTONIA	159	Neonatal hypotonia	2	0.0126	5.53E-3	8.28E-1
HP_ABNORMAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	532	Abnormal nervous system electrophysiology	3	0.0056	5.96E-3	8.59E-1
HP_ABNORMAL_REFLEX	1070	Abnormal reflex	4	0.0037	6.21E-3	8.59E-1
HP_ABNORMALITY_OF_ESOPHAGUS_PHYSIOLOGY	552	Abnormality of esophagus physiology	3	0.0054	6.59E-3	8.59E-1
HP_RIGIDITY	176	Rigidity	2	0.0114	6.73E-3	8.59E-1
HP_HIGH_PALATE	559	High palate	3	0.0054	6.83E-3	8.59E-1
HP_UPPER_MOTOR_NEURON_DYSFUNCTION	1102	Upper motor neuron dysfunction	4	0.0036	6.88E-3	8.59E-1
HP_DUPLICATION_OF_HAND_BONES	188	Duplication of hand bones	2	0.0106	7.64E-3	9.28E-1


