Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_CYTOSKELETON_ORGANIZATION	1396	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures. [GOC:dph, GOC:jl, GOC:mah]	13	0.0093	4.93E-8	2.87E-4
GO_CELLULAR_AMIDE_METABOLIC_PROCESS	1192	The chemical reactions and pathways involving an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group, as carried out by individual cells. [GOC:curators]	12	0.0101	7.58E-8	2.87E-4
GO_IRES_DEPENDENT_VIRAL_TRANSLATIONAL_INITIATION	10	Process by which viral mRNA translation is initiated, where a domain in the 5' untranslated region (UTR) of the viral mRNA called an internal ribosome entry site (IRES) binds the host 43S preinitiation complex, circumventing regular cap-dependent translation initiation. [GOC:bf, GOC:jl, PMID:19632368, VZ:867]	3	0.3000	3.08E-7	7.78E-4
GO_VIRAL_TRANSLATION	15	A process by which viral mRNA is translated into viral protein, using the host cellular machinery. [GOC:bf, GOC:jl, ISBN:0781702534]	3	0.2000	1.16E-6	2.2E-3
GO_MRNA_METABOLIC_PROCESS	887	The chemical reactions and pathways involving mRNA, messenger RNA, which is responsible for carrying the coded genetic 'message', transcribed from DNA, to sites of protein assembly at the ribosomes. [ISBN:0198506732]	9	0.0101	3.66E-6	5.53E-3
GO_PEPTIDE_METABOLIC_PROCESS	907	The chemical reactions and pathways involving peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another. [GOC:go_curators]	9	0.0099	4.38E-6	5.53E-3
GO_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM	87	The directed movement of substances from the Golgi back to the endoplasmic reticulum, mediated by vesicles bearing specific protein coats such as COPI or COG. [ISBN:0716731363, PMID:16510524]	4	0.0460	6.98E-6	7.55E-3
GO_VIRAL_GENE_EXPRESSION	195	A process by which a viral gene is converted into a mature gene product or products (proteins or RNA). This includes viral transcription, processing to produce a mature RNA product, and viral translation. [GOC:bf, GOC:jl, ISBN:0121585336]	5	0.0256	8.1E-6	7.66E-3
GO_PEPTIDE_BIOSYNTHETIC_PROCESS	761	The chemical reactions and pathways resulting in the formation of peptides, compounds of 2 or more (but usually less than 100) amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another. This may include the translation of a precursor protein and its subsequent processing into a functional peptide. [GOC:dph, GOC:jl]	8	0.0105	1.04E-5	8.72E-3
GO_MACROMOLECULE_CATABOLIC_PROCESS	1431	The chemical reactions and pathways resulting in the breakdown of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass. [GOC:mah]	10	0.0070	2.6E-5	1.86E-2
GO_INTRACELLULAR_TRANSPORT	1758	The directed movement of substances within a cell. [GOC:ai]	11	0.0063	2.7E-5	1.86E-2
GO_AMIDE_BIOSYNTHETIC_PROCESS	904	The chemical reactions and pathways resulting in the formation of an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group. [GOC:curators]	8	0.0088	3.55E-5	2.04E-2
GO_ORGANIC_ACID_METABOLIC_PROCESS	1183	The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage. [ISBN:0198506732]	9	0.0076	3.6E-5	2.04E-2
