Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
REACTOME_METABOLISM_OF_RNA	672	Metabolism of RNA	26	0.0387	3.38E-19	5.26E-16
REACTOME_TRANSLATION	295	Translation	17	0.0576	1.1E-15	8.53E-13
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	613	Cellular responses to external stimuli	21	0.0343	1.28E-14	6.61E-12
REACTOME_DISEASE	1580	Disease	29	0.0184	6.89E-13	2.68E-10
REACTOME_INFECTIOUS_DISEASE	866	Infectious disease	22	0.0254	1.14E-12	3E-10
REACTOME_CELL_CYCLE	693	Cell Cycle	20	0.0289	1.33E-12	3E-10
REACTOME_RHO_GTPASE_EFFECTORS	324	RHO GTPase Effectors	15	0.0463	1.35E-12	3E-10
REACTOME_RRNA_PROCESSING	205	rRNA processing	12	0.0585	1.7E-11	2.95E-9
REACTOME_INFLUENZA_INFECTION	157	Influenza Infection	11	0.0701	1.75E-11	2.95E-9
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	116	Nonsense-Mediated Decay (NMD)	10	0.0862	1.9E-11	2.95E-9
REACTOME_SELENOAMINO_ACID_METABOLISM	118	Selenoamino acid metabolism	10	0.0847	2.25E-11	3.18E-9
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	120	Eukaryotic Translation Initiation	10	0.0833	2.66E-11	3.45E-9
REACTOME_SIGNALING_BY_RHO_GTPASES	454	Signaling by Rho GTPases	15	0.0330	1.56E-10	1.87E-8
REACTOME_CELL_CYCLE_MITOTIC	561	Cell Cycle, Mitotic	16	0.0285	3.18E-10	3.53E-8
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	374	Metabolism of amino acids and derivatives	13	0.0348	1.5E-9	1.5E-7
REACTOME_VESICLE_MEDIATED_TRANSPORT	724	Vesicle-mediated transport	17	0.0235	1.64E-9	1.5E-7
REACTOME_MEMBRANE_TRAFFICKING	629	Membrane Trafficking	16	0.0254	1.64E-9	1.5E-7
