Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
MODULE_32	241	Genes in the cancer module 32.	8	0.0332	1.69E-9	7.27E-7
MODULE_83	320	Genes in the cancer module 83.	6	0.0187	5.74E-6	9.44E-4
MODULE_306	26	Glycolysis and TCA cycle.	3	0.1154	6.57E-6	9.44E-4
MODULE_277	55	Genes in the cancer module 277.	3	0.0545	6.44E-5	6.94E-3
MODULE_183	65	RNA splicing.	3	0.0462	1.06E-4	8.91E-3
MODULE_133	15	Genes in the cancer module 133.	2	0.1333	1.99E-4	8.91E-3
MODULE_150	15	Ttranslation elongation.	2	0.1333	1.99E-4	8.91E-3
MODULE_160	15	tRNA synthesis.	2	0.1333	1.99E-4	8.91E-3
MODULE_159	81	Translation regulation.	3	0.0370	2.04E-4	8.91E-3
MODULE_110	16	Genes in the cancer module 110.	2	0.1250	2.27E-4	8.91E-3
MODULE_35	16	Genes in the cancer module 35.	2	0.1250	2.27E-4	8.91E-3
MODULE_43	99	Energy pathways.	3	0.0303	3.69E-4	1.32E-2
MODULE_184	29	Genes in the cancer module 184.	2	0.0690	7.6E-4	2.5E-2
MODULE_221	30	Fatty acid metabolism.	2	0.0667	8.14E-4	2.5E-2
MODULE_229	31	Genes in the cancer module 229.	2	0.0645	8.69E-4	2.5E-2
MODULE_212	329	Catalytic activities / metabolism.	4	0.0122	1.17E-3	3.15E-2
MODULE_87	44	Genes in the cancer module 87.	2	0.0455	1.75E-3	4.43E-2
MODULE_2	384	DRG (dorsal root ganglia) genes.	4	0.0104	2.06E-3	4.93E-2
MODULE_244	187	Response to DNA damage.	3	0.0160	2.31E-3	5.24E-2
MODULE_107	79	Genes in the cancer module 107.	2	0.0253	5.52E-3	1.19E-1
MODULE_209	89	Catabolic peptidases.	2	0.0225	6.95E-3	1.43E-1
MODULE_172	96	Genes in the cancer module 172.	2	0.0208	8.04E-3	1.58E-1
MODULE_177	101	Genes in the cancer module 177.	2	0.0198	8.87E-3	1.66E-1
MODULE_151	318	Genes in the cancer module 151.	3	0.0094	1.01E-2	1.81E-1
MODULE_321	112	Genes in the cancer module 321.	2	0.0179	1.08E-2	1.86E-1
MODULE_114	338	Protein biosynthesis and ribosomes.	3	0.0089	1.19E-2	1.97E-1
MODULE_152	124	Oxidative phosphorylation and ATP synthesis.	2	0.0161	1.31E-2	2.09E-1
MODULE_12	360	Spinal cord (neuro-development) genes.	3	0.0083	1.4E-2	2.15E-1
MODULE_1	368	Ovary genes.	3	0.0082	1.49E-2	2.15E-1
MODULE_324	133	Metal / Ca ion binding.	2	0.0150	1.5E-2	2.15E-1
MODULE_3	384	Genes in the cancer module 3.	3	0.0078	1.66E-2	2.31E-1
MODULE_252	237	TFs and nuclear.	2	0.0084	4.35E-2	5.86E-1
MODULE_198	303	Genes in the cancer module 198.	2	0.0066	6.72E-2	8.77E-1
MODULE_72	308	Testis genes.	2	0.0065	6.92E-2	8.77E-1


