Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GSE5589_WT_VS_IL6_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN	199	Genes down-regulated in bone marrow-derived macrophagesat 45 min stimulation of IL10 [GeneID=3486] and LPS: wildtype versus IL6 [GeneID=3469] knockout.	3	0.0151	1.41E-5	1.16E-2
GSE22886_NEUTROPHIL_VS_DC_DN	200	Genes down-regulated in comparison of neutrophils versus dendritic cells (DC).	3	0.0150	1.43E-5	1.16E-2
GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	200	Genes up-regulated in polymorphonuclear leukocytes (24h): control versus infection by A. phagocytophilum.	3	0.0150	1.43E-5	1.16E-2
GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	200	Genes down-regulated in polymorphonuclear leukocytes (9h): control versus infection by A. phagocytophilum.	3	0.0150	1.43E-5	1.16E-2
GSE3203_UNTREATED_VS_IFNB_TREATED_LN_BCELL_UP	200	Genes up-regulated in lymph node B lymphocytes: untreated versus interferon beta.	3	0.0150	1.43E-5	1.16E-2
GSE34006_UNTREATED_VS_A2AR_AGONIST_TREATED_TREG_UP	200	Genes up-regulated in T reg: untreated versus ZM 241385 [PubChem=176407].	3	0.0150	1.43E-5	1.16E-2
GSE4984_UNTREATED_VS_LPS_TREATED_DC_DN	173	Genes down-regulated in monocyte-derived dendritic cells: control versus LPS.	2	0.0116	8.15E-4	7.35E-2
GSE27241_WT_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_DN	184	Genes down-regulated in polarizing CD4 [GeneID=920] Th17 cells: wildtype vs RORC [GeneID=6097] knockout treated with digoxin [PubChem=2724385].	2	0.0109	9.21E-4	7.35E-2
GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP	187	Genes up-regulated in B lymphocytes: control versus stimulated by anti-IgM for 12h.	2	0.0107	9.51E-4	7.35E-2
GSE43863_NAIVE_VS_TH1_EFF_CD4_TCELL_D6_LCMV_UP	193	Genes up-regulated in CD4 [GeneID=920] SMARTA cells: naïve versus during acute infection of LCMV.	2	0.0104	1.01E-3	7.35E-2
GSE29618_BCELL_VS_MONOCYTE_UP	194	Genes up-regulated in comparison of B cells versus monocytes.	2	0.0103	1.02E-3	7.35E-2
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_16H_TSST_ACT_UP	196	Genes up-regulated in comparison of memory CD4 [GeneID=920] T cells from young donors treated with TSST at 16 h versus those from old donors treated with TSST at 16 h.	2	0.0102	1.04E-3	7.35E-2
GSE43863_NAIVE_VS_LY6C_LOW_CXCR5NEG_CD4_EFF_TCELL_D6_LCMV_DN	196	Genes down-regulated in CD4 [GeneID=920] SMARTA T cells: naïve versus Ly6c low CXCR5- effector during acute infection of LCMV.	2	0.0102	1.04E-3	7.35E-2
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_DP_THYMOCYTE_UP	197	Genes up-regulated in comparison of intrathymic T progenitor cells (ITTP) versus CD4 [GeneID=920] CD8 thymocytes.	2	0.0102	1.05E-3	7.35E-2
GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_DN	197	Genes down-regulated in comparison of naive B cells versus memory IgM B cells.	2	0.0102	1.05E-3	7.35E-2
GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_IFNG_TNF_TREATED_MACROPHAGE_UP	198	Genes up-regulated in monocytes (12h) versus macrophages (12h) treated with IFNG, TNF [GeneID=3458;7124] and rosiglitazone [PubChem=77999].	2	0.0101	1.07E-3	7.35E-2
