Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
KEGG_RIBOSOME	88	Ribosome	6	0.0682	3.59E-8	6.68E-6
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	41	Aminoacyl-tRNA biosynthesis	4	0.0976	1.8E-6	1.67E-4
KEGG_CELL_CYCLE	125	Cell cycle	5	0.0400	7.32E-6	4.54E-4
KEGG_PEROXISOME	78	Peroxisome	4	0.0513	2.39E-5	1.11E-3
KEGG_CITRATE_CYCLE_TCA_CYCLE	31	Citrate cycle (TCA cycle)	3	0.0968	3.97E-5	1.48E-3
KEGG_PYRUVATE_METABOLISM	40	Pyruvate metabolism	3	0.0750	8.6E-5	2.67E-3
KEGG_OOCYTE_MEIOSIS	113	Oocyte meiosis	4	0.0354	1.02E-4	2.7E-3
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	126	Neurotrophin signaling pathway	4	0.0317	1.55E-4	3.6E-3
KEGG_ARGININE_AND_PROLINE_METABOLISM	54	Arginine and proline metabolism	3	0.0556	2.11E-4	4.37E-3
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	11	Valine, leucine and isoleucine biosynthesis	2	0.1818	2.42E-4	4.49E-3
KEGG_HUNTINGTONS_DISEASE	182	Huntington's disease	4	0.0220	6.26E-4	1.06E-2
KEGG_FOCAL_ADHESION	199	Focal adhesion	4	0.0201	8.73E-4	1.35E-2
KEGG_PROPANOATE_METABOLISM	33	Propanoate metabolism	2	0.0606	2.25E-3	3.15E-2
KEGG_BUTANOATE_METABOLISM	34	Butanoate metabolism	2	0.0588	2.39E-3	3.15E-2
KEGG_SPLICEOSOME	127	Spliceosome	3	0.0236	2.54E-3	3.15E-2
KEGG_TRYPTOPHAN_METABOLISM	40	Tryptophan metabolism	2	0.0500	3.29E-3	3.83E-2
KEGG_FATTY_ACID_METABOLISM	42	Fatty acid metabolism	2	0.0476	3.62E-3	3.96E-2
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	44	Valine, leucine and isoleucine degradation	2	0.0455	3.97E-3	4.1E-2
KEGG_GLUTATHIONE_METABOLISM	50	Glutathione metabolism	2	0.0400	5.1E-3	4.99E-2
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	56	Pathogenic Escherichia coli infection	2	0.0357	6.36E-3	5.91E-2
KEGG_ENDOCYTOSIS	181	Endocytosis	3	0.0166	6.83E-3	6.05E-2
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	62	Glycolysis / Gluconeogenesis	2	0.0323	7.74E-3	6.55E-2
KEGG_VIRAL_MYOCARDITIS	70	Viral myocarditis	2	0.0286	9.78E-3	7.91E-2
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	213	Regulation of actin cytoskeleton	3	0.0141	1.06E-2	8.23E-2
KEGG_TGF_BETA_SIGNALING_PATHWAY	86	TGF-beta signaling pathway	2	0.0233	1.45E-2	1.08E-1
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	88	Antigen processing and presentation	2	0.0227	1.51E-2	1.08E-1
KEGG_MAPK_SIGNALING_PATHWAY	267	MAPK signaling pathway	3	0.0112	1.94E-2	1.33E-1
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	116	Leukocyte transendothelial migration	2	0.0172	2.54E-2	1.69E-1
KEGG_PARKINSONS_DISEASE	130	Parkinson's disease	2	0.0154	3.13E-2	2E-1
KEGG_TIGHT_JUNCTION	132	Tight junction	2	0.0152	3.22E-2	2E-1
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	135	Ubiquitin mediated proteolysis	2	0.0148	3.35E-2	2.01E-1


