Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS	18	Signaling by cytosolic FGFR1 fusion mutants	2	0.1111	8.23E-5	6.94E-2
REACTOME_RHO_GTPASE_EFFECTORS	324	RHO GTPase Effectors	4	0.0123	9.74E-5	6.94E-2
REACTOME_DISEASE	1580	Disease	7	0.0044	1.34E-4	6.94E-2
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES	30	Synthesis of active ubiquitin: roles of E1 and E2 enzymes	2	0.0667	2.33E-4	7.28E-2
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION	31	FGFR1 mutant receptor activation	2	0.0645	2.49E-4	7.28E-2
REACTOME_SIGNALING_BY_RHO_GTPASES	454	Signaling by Rho GTPases	4	0.0088	3.53E-4	7.28E-2
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	37	Regulation of TP53 Expression and Degradation	2	0.0541	3.55E-4	7.28E-2
REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE	38	Signaling by FGFR1 in disease	2	0.0526	3.75E-4	7.28E-2
REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS	43	Transport of Mature mRNAs Derived from Intronless Transcripts	2	0.0465	4.8E-4	8.29E-2
REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS	59	tRNA processing in the nucleus	2	0.0339	9.03E-4	1.4E-1
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	63	Signaling by FGFR in disease	2	0.0317	1.03E-3	1.4E-1
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	613	Cellular responses to external stimuli	4	0.0065	1.08E-3	1.4E-1
REACTOME_GLYCOLYSIS	72	Glycolysis	2	0.0278	1.34E-3	1.49E-1
REACTOME_CELL_CYCLE_CHECKPOINTS	292	Cell Cycle Checkpoints	3	0.0103	1.34E-3	1.49E-1
REACTOME_METABOLISM_OF_RNA	672	Metabolism of RNA	4	0.0060	1.52E-3	1.51E-1
REACTOME_PROTEIN_UBIQUITINATION	79	Protein ubiquitination	2	0.0253	1.61E-3	1.51E-1
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	80	DNA Damage/Telomere Stress Induced Senescence	2	0.0250	1.65E-3	1.51E-1
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	84	Transport of Mature Transcript to Cytoplasm	2	0.0238	1.82E-3	1.57E-1
REACTOME_GLUCOSE_METABOLISM	92	Glucose metabolism	2	0.0217	2.18E-3	1.78E-1
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	386	Diseases of signal transduction by growth factor receptors and second messengers	3	0.0078	2.97E-3	2.22E-1
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	111	Mitotic Spindle Checkpoint	2	0.0180	3.14E-3	2.22E-1
REACTOME_TRNA_PROCESSING	111	tRNA processing	2	0.0180	3.14E-3	2.22E-1
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	126	Resolution of Sister Chromatid Cohesion	2	0.0159	4.03E-3	2.72E-1
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	140	RHO GTPases Activate Formins	2	0.0143	4.94E-3	3.2E-1
REACTOME_INFLUENZA_INFECTION	157	Influenza Infection	2	0.0127	6.17E-3	3.83E-1
REACTOME_REGULATION_OF_TP53_ACTIVITY	160	Regulation of TP53 Activity	2	0.0125	6.4E-3	3.83E-1
REACTOME_CELL_CYCLE_MITOTIC	561	Cell Cycle, Mitotic	3	0.0053	8.37E-3	4.82E-1
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	191	Separation of Sister Chromatids	2	0.0105	9.01E-3	5E-1
REACTOME_CELLULAR_SENESCENCE	198	Cellular Senescence	2	0.0101	9.65E-3	5.01E-1
REACTOME_INTERFERON_SIGNALING	203	Interferon Signaling	2	0.0099	1.01E-2	5.01E-1
REACTOME_MITOTIC_PROMETAPHASE	203	Mitotic Prometaphase	2	0.0099	1.01E-2	5.01E-1
REACTOME_RRNA_PROCESSING	205	rRNA processing	2	0.0098	1.03E-2	5.01E-1
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	236	Mitotic Metaphase and Anaphase	2	0.0085	1.35E-2	6.35E-1
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	242	Processing of Capped Intron-Containing Pre-mRNA	2	0.0083	1.41E-2	6.46E-1
REACTOME_CELL_CYCLE	693	Cell Cycle	3	0.0043	1.48E-2	6.56E-1
REACTOME_METABOLISM_OF_CARBOHYDRATES	293	Metabolism of carbohydrates	2	0.0068	2.03E-2	8.74E-1


